STARTDATE,HZ,VPM
26-12-2025 11:18,49.952366,406.9110834
26-12-2025 11:18,49.948318,406.6998883
26-12-2025 11:18,49.94199,406.8054723
26-12-2025 11:18,49.948238,407.0166675
26-12-2025 11:18,49.952644,406.8477222
26-12-2025 11:18,49.94416,406.6787769
26-12-2025 11:18,49.945675,406.889945
26-12-2025 11:18,49.950886,406.9321948
26-12-2025 11:18,49.947811,406.6787769
26-12-2025 11:18,49.942635,406.7843609
26-12-2025 11:18,49.946503,407.0589173
26-12-2025 11:18,49.953136,406.889945
26-12-2025 11:18,49.945549,406.6787769
26-12-2025 11:18,49.942127,406.9110834
26-12-2025 11:18,49.951385,407.0589173
26-12-2025 11:18,49.950535,406.8054723
26-12-2025 11:18,49.942924,406.7421381
26-12-2025 11:18,49.945988,406.9744447
26-12-2025 11:18,49.951591,406.9744447
26-12-2025 11:18,49.946743,406.7632495
26-12-2025 11:18,49.944435,406.8054723
26-12-2025 11:18,49.948601,406.9321948
26-12-2025 11:18,49.948994,406.8266108
26-12-2025 11:18,49.945103,406.7843609
26-12-2025 11:18,49.946133,406.9321948
26-12-2025 11:18,49.94997,406.9110834
26-12-2025 11:18,49.947956,406.7632495
26-12-2025 11:18,49.94313,406.8266108
26-12-2025 11:18,49.948616,406.9321948
26-12-2025 11:18,49.950378,406.8054723
26-12-2025 11:18,49.945251,406.6787769
26-12-2025 11:18,49.943542,406.889945
26-12-2025 11:18,49.949692,406.9744447
26-12-2025 11:18,49.95015,406.7209997
26-12-2025 11:18,49.943787,406.7209997
26-12-2025 11:18,49.942513,406.9955561
26-12-2025 11:18,49.955532,406.889945
26-12-2025 11:18,49.944641,406.5943042
26-12-2025 11:18,49.942307,406.7632495
26-12-2025 11:18,49.947559,407.0589173
26-12-2025 11:18,49.953369,406.8477222
26-12-2025 11:18,49.942905,406.6154156
26-12-2025 11:18,49.944252,406.8688336
26-12-2025 11:18,49.950512,406.9955561
26-12-2025 11:18,49.949722,406.7421381
26-12-2025 11:18,49.942726,406.6787769
26-12-2025 11:18,49.945343,406.889945
26-12-2025 11:18,49.950413,406.889945
26-12-2025 11:18,49.946823,406.7421381
26-12-2025 11:18,49.944508,406.7632495
26-12-2025 11:18,49.948601,406.8477222
26-12-2025 11:18,49.947021,406.8054723
26-12-2025 11:18,49.945644,406.8054723
26-12-2025 11:18,49.946232,406.8477222
26-12-2025 11:18,49.949245,406.8054723
26-12-2025 11:18,49.945324,406.7209997
26-12-2025 11:18,49.945168,406.8266108
26-12-2025 11:18,49.947529,406.889945
26-12-2025 11:18,49.949238,406.7421381
26-12-2025 11:18,49.944744,406.6576655
26-12-2025 11:18,49.943268,406.8688336
26-12-2025 11:18,49.951099,406.9110834
26-12-2025 11:18,49.947033,406.6787769
26-12-2025 11:18,49.942787,406.6998883
26-12-2025 11:18,49.946724,406.9321948
26-12-2025 11:18,49.94997,406.8688336
26-12-2025 11:18,49.945679,406.6576655
26-12-2025 11:18,49.944077,406.7632495
26-12-2025 11:18,49.947956,406.9321948
26-12-2025 11:18,49.950035,406.8054723
26-12-2025 11:18,49.94442,406.6787769
26-12-2025 11:18,49.945381,406.8266108
26-12-2025 11:18,49.949574,406.889945
26-12-2025 11:18,49.945988,406.7632495
26-12-2025 11:18,49.946484,406.7209997
26-12-2025 11:18,49.945572,406.8054723
26-12-2025 11:18,49.94841,406.8266108
26-12-2025 11:18,49.947151,406.7843609
26-12-2025 11:18,49.946484,406.7421381
26-12-2025 11:18,49.946617,406.7632495
26-12-2025 11:18,49.946865,406.8054723
26-12-2025 11:18,49.946953,406.8054723
26-12-2025 11:18,49.94706,406.8054723
26-12-2025 11:18,49.94677,406.7632495
26-12-2025 11:18,49.947239,406.7632495
26-12-2025 11:18,49.945507,406.8266108
26-12-2025 11:18,49.949718,406.8266108
26-12-2025 11:18,49.945816,406.6998883
