STARTDATE,HZ,VPM
24-10-2025 11:44,49.884583,403.8489023
24-10-2025 11:44,49.881626,403.8066525
24-10-2025 11:44,49.883369,403.8277639
24-10-2025 11:44,49.882023,403.9122636
24-10-2025 11:44,49.883266,403.933375
24-10-2025 11:44,49.884991,403.8277639
24-10-2025 11:44,49.883537,403.679957
24-10-2025 11:44,49.879955,403.7432913
24-10-2025 11:44,49.882202,403.933375
24-10-2025 11:44,49.883118,403.9755978
24-10-2025 11:44,49.885323,403.8489023
24-10-2025 11:44,49.882778,403.7010684
24-10-2025 11:44,49.882061,403.7221798
24-10-2025 11:44,49.881256,403.8489023
24-10-2025 11:44,49.883327,403.933375
24-10-2025 11:44,49.883644,403.8911252
24-10-2025 11:44,49.883194,403.7644297
24-10-2025 11:44,49.88237,403.7432913
24-10-2025 11:44,49.88179,403.8277639
24-10-2025 11:44,49.881611,403.9544864
24-10-2025 11:44,49.88271,403.9544864
24-10-2025 11:44,49.883038,403.8489023
24-10-2025 11:44,49.882294,403.7432913
24-10-2025 11:44,49.882282,403.7644297
24-10-2025 11:44,49.880795,403.8911252
24-10-2025 11:44,49.882305,403.9544864
24-10-2025 11:44,49.883842,403.8700138
24-10-2025 11:44,49.882301,403.7855411
24-10-2025 11:44,49.88052,403.7855411
24-10-2025 11:44,49.883236,403.8489023
24-10-2025 11:44,49.879948,403.8911252
24-10-2025 11:44,49.883804,403.8700138
24-10-2025 11:44,49.881561,403.8277639
24-10-2025 11:44,49.880199,403.8066525
24-10-2025 11:44,49.883217,403.8277639
24-10-2025 11:44,49.882214,403.8489023
24-10-2025 11:44,49.881306,403.8489023
24-10-2025 11:44,49.882607,403.8277639
24-10-2025 11:44,49.881489,403.7855411
24-10-2025 11:44,49.880672,403.8066525
24-10-2025 11:44,49.882191,403.8489023
24-10-2025 11:44,49.881107,403.8700138
24-10-2025 11:44,49.88327,403.8277639
24-10-2025 11:44,49.882305,403.7644297
24-10-2025 11:44,49.879898,403.7855411
24-10-2025 11:44,49.881504,403.8489023
24-10-2025 11:44,49.881062,403.8700138
24-10-2025 11:44,49.882969,403.8489023
24-10-2025 11:44,49.881409,403.8066525
24-10-2025 11:44,49.881302,403.7855411
24-10-2025 11:44,49.880814,403.8066525
24-10-2025 11:44,49.881237,403.8489023
24-10-2025 11:44,49.88203,403.8911252
24-10-2025 11:44,49.880878,403.8700138
24-10-2025 11:44,49.881744,403.8066525
24-10-2025 11:44,49.881035,403.7855411
24-10-2025 11:44,49.88076,403.8277639
24-10-2025 11:44,49.880962,403.9122636
24-10-2025 11:44,49.881977,403.933375
24-10-2025 11:44,49.881004,403.8700138
24-10-2025 11:44,49.882343,403.7855411
24-10-2025 11:44,49.87994,403.7855411
24-10-2025 11:44,49.880718,403.8911252
24-10-2025 11:44,49.881462,403.9544864
24-10-2025 11:44,49.882561,403.8700138
24-10-2025 11:44,49.881405,403.7644297
24-10-2025 11:44,49.88028,403.7644297
24-10-2025 11:44,49.879364,403.8911252
24-10-2025 11:44,49.881527,403.9755978
24-10-2025 11:44,49.881275,403.933375
24-10-2025 11:44,49.881649,403.8277639
24-10-2025 11:44,49.879707,403.7855411
24-10-2025 11:44,49.880806,403.8700138
24-10-2025 11:44,49.87986,403.9544864
24-10-2025 11:44,49.882645,403.9122636
24-10-2025 11:44,49.878681,403.8277639
24-10-2025 11:44,49.882298,403.8277639
24-10-2025 11:44,49.877975,403.8911252
24-10-2025 11:44,49.882011,403.933375
24-10-2025 11:44,49.88028,403.8700138
24-10-2025 11:44,49.880669,403.8066525
24-10-2025 11:44,49.881191,403.8489023
24-10-2025 11:44,49.878929,403.9122636
24-10-2025 11:44,49.88026,403.933375
24-10-2025 11:44,49.882927,403.8066525
24-10-2025 11:44,49.87896,403.7432913
24-10-2025 11:44,49.87888,403.8066525
24-10-2025 11:44,49.881161,403.9122636
24-10-2025 11:44,49.879562,403.9544864
24-10-2025 11:44,49.881336,403.8911252
24-10-2025 11:44,49.879539,403.8066525
24-10-2025 11:44,49.878551,403.8066525
24-10-2025 11:44,49.881485,403.8911252
24-10-2025 11:44,49.879478,403.9122636
24-10-2025 11:44,49.88298,403.8066525
24-10-2025 11:44,49.883629,403.6165958
24-10-2025 11:44,49.877373,403.6377072
24-10-2025 11:44,49.880661,403.8911252
24-10-2025 11:44,49.87941,403.9967363
24-10-2025 11:44,49.884369,403.8066525
24-10-2025 11:44,49.879025,403.6588186
24-10-2025 11:44,49.878494,403.7644297
24-10-2025 11:44,49.880505,403.933375
24-10-2025 11:44,49.881092,403.8911252
24-10-2025 11:44,49.881443,403.7221798
24-10-2025 11:44,49.879749,403.7010684
24-10-2025 11:44,49.878925,403.8700138
24-10-2025 11:44,49.88044,403.9755978
24-10-2025 11:44,49.882442,403.8911252
24-10-2025 11:44,49.87817,403.7644297
24-10-2025 11:44,49.879166,403.8066525
24-10-2025 11:44,49.880497,403.933375
24-10-2025 11:44,49.879505,403.9755978
24-10-2025 11:44,49.882057,403.8911252
24-10-2025 11:44,49.879604,403.7855411
24-10-2025 11:44,49.87886,403.8066525
24-10-2025 11:44,49.880009,403.8911252
24-10-2025 11:44,49.880146,403.9122636
24-10-2025 11:44,49.881435,403.8277639
24-10-2025 11:44,49.879421,403.7644297
24-10-2025 11:44,49.880241,403.8066525
24-10-2025 11:44,49.879471,403.8911252
24-10-2025 11:44,49.880791,403.8700138
24-10-2025 11:44,49.8787,403.8066525
24-10-2025 11:44,49.879902,403.8066525
24-10-2025 11:44,49.879124,403.8489023
24-10-2025 11:44,49.880421,403.8700138
24-10-2025 11:44,49.879856,403.8277639
24-10-2025 11:44,49.880173,403.7855411
24-10-2025 11:44,49.879383,403.8066525
24-10-2025 11:44,49.879322,403.8489023
24-10-2025 11:44,49.880253,403.8277639
24-10-2025 11:44,49.881977,403.7855411
24-10-2025 11:44,49.877708,403.7644297
24-10-2025 11:44,49.881054,403.7644297
24-10-2025 11:44,49.879005,403.8066525
24-10-2025 11:44,49.878643,403.8277639
24-10-2025 11:44,49.880672,403.8277639
24-10-2025 11:44,49.880798,403.7855411
24-10-2025 11:44,49.878002,403.7855411
24-10-2025 11:44,49.878742,403.8277639
24-10-2025 11:44,49.879894,403.8700138
24-10-2025 11:44,49.879147,403.8700138
24-10-2025 11:44,49.881142,403.8066525
24-10-2025 11:44,49.879143,403.7644297
24-10-2025 11:44,49.878998,403.7855411
24-10-2025 11:44,49.879189,403.8277639
24-10-2025 11:44,49.879333,403.8700138
24-10-2025 11:44,49.879936,403.8700138
24-10-2025 11:44,49.878819,403.8066525
24-10-2025 11:44,49.881283,403.7221798
24-10-2025 11:44,49.877354,403.7010684
24-10-2025 11:44,49.880062,403.7855411
24-10-2025 11:44,49.877701,403.8911252
24-10-2025 11:44,49.879951,403.8489023
24-10-2025 11:44,49.880299,403.7432913
24-10-2025 11:44,49.878719,403.7432913
24-10-2025 11:44,49.878666,403.8066525
24-10-2025 11:44,49.879673,403.8277639
24-10-2025 11:44,49.879429,403.7644297
24-10-2025 11:44,49.879299,403.7432913
24-10-2025 11:44,49.878815,403.7644297
24-10-2025 11:44,49.880497,403.7855411
24-10-2025 11:44,49.877621,403.7644297
24-10-2025 11:44,49.880772,403.7432913
24-10-2025 11:44,49.878277,403.7432913
24-10-2025 11:44,49.879524,403.7221798
24-10-2025 11:44,49.878681,403.7221798
24-10-2025 11:44,49.879112,403.7644297
24-10-2025 11:44,49.878876,403.8066525
24-10-2025 11:44,49.87965,403.7644297
24-10-2025 11:44,49.878674,403.7221798
24-10-2025 11:44,49.879814,403.7221798
24-10-2025 11:44,49.877792,403.7855411
24-10-2025 11:44,49.879868,403.8277639
24-10-2025 11:44,49.87854,403.8066525
24-10-2025 11:44,49.880154,403.7432913
24-10-2025 11:44,49.880184,403.7010684
24-10-2025 11:44,49.878731,403.7432913
24-10-2025 11:44,49.878777,403.8066525
24-10-2025 11:44,49.880192,403.8066525
24-10-2025 11:44,49.879269,403.8066525
24-10-2025 11:44,49.879848,403.7644297
24-10-2025 11:44,49.87973,403.7432913
24-10-2025 11:44,49.880241,403.7221798
24-10-2025 11:44,49.879482,403.7432913
24-10-2025 11:44,49.879566,403.7855411
24-10-2025 11:44,49.878826,403.8277639
24-10-2025 11:44,49.879959,403.8066525
24-10-2025 11:44,49.879814,403.7432913
24-10-2025 11:44,49.880543,403.7221798
24-10-2025 11:44,49.878029,403.7644297
24-10-2025 11:44,49.880535,403.8489023
24-10-2025 11:44,49.879814,403.8277639
24-10-2025 11:44,49.880428,403.7221798
24-10-2025 11:44,49.879181,403.679957
24-10-2025 11:44,49.879139,403.7432913
24-10-2025 11:44,49.879669,403.8489023
